text,real_label,pred_label,percentage
I think i need some new friends,neutral,neutral,0.7213
 Looking forward to your gig in Ireland!!!  See ya there!,neutral,positive,0.9877
Please Review Sunehre Ad Placement  http://tinyurl.com/oow6mk,positive,neutral,0.8643
aww  you loooove me,positive,positive,0.9537
"is hungry, twitter.  i want food. </3",neutral,neutral,0.5348
awesome lucky you,positive,positive,0.9539
" yea, i should know.. but tell me EVERYTHING!  ps: send me direct messages telling..   haha",neutral,neutral,0.5387
" haha im jewish, i love that one",positive,positive,0.97
"had a great time out in the beer garden wit the boyos !! I think the sun got to me a bit though, feel a bit ill !!",neutral,positive,0.9491
 l`m on 3 days too matt. No fun this weekend.,negative,negative,0.852
 u really don`t think so?  maybe ur right....lol. btw what phone u using? think u told me b4...i might have an app for u,neutral,neutral,0.7117
 I feel your pain. Mine is the same way,negative,negative,0.5241
comes home in two days,neutral,neutral,0.8383
 Sadly no. It didn`t come with one...,negative,negative,0.6764
Cant wait to see my boy tomorrow,positive,positive,0.9899
 ehhh no. just a check up. I have a dentist app next week though. getting my molar pulled/root canal.,neutral,neutral,0.5383
 aww I miss driving down elmwood,negative,negative,0.6655
Omg Wango Tango was **** AWSOME! I love my baby for taking me,positive,positive,0.9915
"Version 2 of our live, interactive Trans-Siberian ticket planner is launched: http://tinyurl.com/c5ljwm - its very cool",positive,positive,0.9854
_30439 I really wish I could go!,positive,positive,0.818
" yeah real hard, but I know you`ll get by with it... smile",neutral,positive,0.6566
 I`m 25 in december that`s not good at all next big birthday is 30  after 21 it flys by for sure,negative,negative,0.7478
  This has made my night!!  Way too funny!!,positive,positive,0.9844
Woo CAVS.  Happy Mother`s Day!,positive,positive,0.99
 I make that same face when I get home and your mom is watching soaps.,neutral,neutral,0.6754
I have to go to work now.,neutral,negative,0.5101
 I can`t believe you went and got boba without me.,neutral,negative,0.6204
"  And to you too, how are you today?",neutral,neutral,0.8286
 Thanks for the warm welcome! We didn`t make plans   because our arrival time was so up in the air.,positive,positive,0.9247
19 days and counting,neutral,neutral,0.816
 sorry  friends - I`m swamped with deadlines right now and we have family visiting to boot! No charades for me.,negative,negative,0.5258
BRAINFREEZE,neutral,neutral,0.7289
Just discovered a shortcoming of Gravity. When you use Twitpic (integrated) it doesn`t subtract the pic URL from the 140 character limit,neutral,neutral,0.5687
"My sunburn is peeling,",negative,negative,0.5465
perky purple nail polish isn`t as perky when its chipped,neutral,neutral,0.4808
"http://twitpic.com/4sx96 - before they put a CAMERA in the smokers pit.  i can no longer vandalize that door, without being caught.",neutral,negative,0.7405
Laying ALONE!! Since Mook`s soo comfy in his f`n play pen. I thought it was ill at first now I don`t have no one to cuddle with...,negative,neutral,0.4141
I hate the dentist,negative,negative,0.9704
" nothing aimed at you, just joining in...sorry",negative,negative,0.4913
I`m taking a twitter break. Cell is dying,negative,negative,0.8416
 qood morninq,neutral,neutral,0.7915
writing my english original writing storyyyyy. and listening to `a little respect` by erasure  aaaaaah.,neutral,neutral,0.6178
needs more followers,neutral,neutral,0.748
I wish I could get my nails done  stupid job,negative,negative,0.8696
The little wormy from labyrinth sadly passed away today but its ok as hes still around in a happy ghost form aww  http://twitpic.com/67aim,neutral,positive,0.5893
 the 'no pants' idea could be the new attempt world-wide to attract business back to the airlines.,neutral,neutral,0.5954
 Have a good one,positive,positive,0.9528
" yep infact she is popular, miss india 99, talented film actress .... and lot more",positive,positive,0.8319
Dosen`t Want To Go To Work Tomorrow,negative,negative,0.7484
Daniel has won DSDS. His voice is great.,positive,positive,0.9804
[-O] i wish the birthday massacre would come to australia  i think they said they`re thinking about it tho.. http://tinyurl.com/p6lfch,neutral,neutral,0.548
was hoping to go to Red Lobster this weekend,neutral,positive,0.6433
_x_ATL u mean jack barakat`s?! wow so have u ever gone to his house? Hehe i mean ur ssoo lucky to have the address!,positive,positive,0.953
I sure do hope it becomes 4:20 this afternoon ...,positive,positive,0.6509
 it means that you are now FAMOUS. Congrats!,positive,positive,0.9861
My phone passed away yesterday.. He jumped off the table  Searching for a new phone...,negative,negative,0.7336
"I have such fantastic friends, including several ones met through here! thanks for being in my life - you are such amazing people!",positive,positive,0.9928
tamlyn wishes she was as cool as my sock draw,positive,positive,0.781
 so no rice or crusty bread with the chili .... aawww,neutral,negative,0.846
"  We are of like minds this evening , my dear!",neutral,positive,0.7323
come and save me from my packing please?!,neutral,neutral,0.6788
"Yes, I love tea. If that makes me typically English then so be it",positive,positive,0.964
 a mouth for sure,positive,neutral,0.6968
_dec0de I finally just have 1 hour of history... at 3.00 pm! but I went to my highschool at 8.00 am to make some homework with a friend,neutral,neutral,0.5939
 pancakes!! with lemon and sugar thanks!,positive,positive,0.9026
" Si, no bueno  I guess I just don`t entertain him :/",negative,negative,0.8748
I`m so hunrgy right now and these heels kill me I can hardly walk in them,negative,negative,0.968
both electronic keys stopped working. there is no keyhole! cant get in my car. so much for technology,negative,negative,0.937
" Yay, three followers! Good to know more than one person in this big wide world likes fishies.",positive,positive,0.9681
'my name is Tony!!!!!! ...not hey!!!!' -  poor tony,negative,negative,0.8
Goodmorning,positive,positive,0.7065
Took a shift tomorrow.    I don`t really feel like working right now.,negative,negative,0.7698
" I love mine, too . happy motherï¿½s day to your mom , John Taylor  . much love to you, too .",positive,positive,0.9893
Saw a black snake in the garden.  Went back for a picture and it was gone,neutral,neutral,0.6631
http://twitpic.com/4wukt - We bought Ludi her own rug. Dogs are the best,positive,positive,0.9696
No waterfront anymore   faccia luna and clarendon will have to do,negative,neutral,0.7442
loves her mum very much! Happy Mothers Day to all the wonderful mothers out there,positive,positive,0.9922
Slipped up and caught the flu  feeling like poop!,negative,negative,0.9413
"i have an urge to play wow but i have to wait 2 weeks til im at my dads! 5+47DAYS TIL MCFLY, im so excited  (L)",positive,positive,0.9896
Ok ... the passengers ... no one is alive ... they`re all dead ... you just don`t know it til the end ... then you cry ...,negative,negative,0.8154
Discovered  and  are sharing on G reader with me and didn`t even know it. Sigh.... I`m such a G reader newb.,neutral,neutral,0.4522
"is chilled out tonite, so cannot spew venom or write funny. Seems like these are the only 2 styles she has",neutral,negative,0.4835
" If u do, please pray 4 me.  Lord knows I need it.",neutral,positive,0.5597
aaaaaw i want to live in the USA,neutral,neutral,0.5357
Morning tweeple,positive,neutral,0.5264
" Hey, I didn`t get any !!!",neutral,negative,0.5902
 Now you only have 2 hours to sleep...  - Rest if you need it.,positive,neutral,0.6478
"  That makes my day so much better, it`s been a rough one. Did I mention I love the new photo!",neutral,positive,0.9897
I don`t want to sit at home on prom night. Someone hang out with me,negative,negative,0.7709
Is heading home from foot surgery and wishing she had a boyfriend to come over and cuddle with,positive,neutral,0.6692
concert tonight  chackin out and not coming tomorrow!,neutral,neutral,0.5408
 what happened? I thought you were coming back today....,neutral,neutral,0.6257
 lol dammit  well then next time then,negative,negative,0.4758
 lol. just don`t ever forget me,positive,neutral,0.5247
 Still jealous,negative,negative,0.8625
http://twitpic.com/67qv3 - Me at Forever 21  Ethan couldn`t be there,negative,neutral,0.5486
NOW IM SAD BUT IM NOT GIVING IN FIRST..I DIDNT DO NOTHING!!!!    :**-(,negative,negative,0.977
this week of mine was not easy!  but finally it`s over! (:,negative,positive,0.4166
   Wow what a beautiful picture... and by the way....I am straight....just wanted to let you know!!!     Bella,positive,positive,0.9865
In Arch. Drawing. Checking out MVCC`s CAD degree. Looks good to me,positive,positive,0.9724
" 'there are people and then there are pencils' some are sharp, some are not and some can be sharpened  my pencil philosophy.....",neutral,neutral,0.7215
"just about to go home. I`m usually `mr. positive` but this has been one of those daze. well, 15 mins until tomorrow!",neutral,neutral,0.4707
 but you always have lee. Let`s go to Paris,neutral,positive,0.5478
 you know you want to come keep me company whilst mum`s at her friends for the night  it`s such a nice evening!,positive,positive,0.9698
cooking with my dad  having lots of fun in the kitchen together,positive,positive,0.9794
Bouncing Rush makes me feel nauseous,negative,negative,0.9553
Off to Woolsery this morning to (hopefully) see North Molton U16 clinch the North Devon League title. Lovely day for it,positive,positive,0.9753
playing singstar without my fave duetter,negative,neutral,0.6306
"  you`re missing out, bb! i`m such a cereal nut, i think i like every kind available.",positive,positive,0.8
" That`s just weird... :\  Oh, and what was it you were drawing for me?",negative,negative,0.7738
Just woke up :o mums singing to her new gn`r cd replacement i bought because im a good daughter,positive,positive,0.9279
"The birds are out,, oh man... That`s NOT cool && I didn`t sleep yet for the night!!!",negative,negative,0.9452
"250 miles down, only 1750 to go. Thats ok, u2 on the radio alwas helps.",positive,positive,0.8487
"My Street Fighter IV skills are lacking, can`t beat Seth on easy.",negative,negative,0.7612
 FIL 461 with cool people like me,positive,positive,0.8666
Good Morning!!! Work and then it`s ESPN`s Sunday night Baseball. hopefully it won`t get rained out,positive,positive,0.9153
 i think it`s under a honeymoon by the good life -- either that or it`s under a honey moon by joseph arthur.,neutral,neutral,0.6255
my son got stung by a bug for the first time  his little finger is slightly swollen.,negative,negative,0.9318
 it was hours ago i came in.... and it`s only now i realised when i went to buy something online,neutral,neutral,0.755
 oh just referring to our lil exchange on LJ with regards to twitter archive postings.,neutral,neutral,0.8949
Bumping dj opus in the drunk in the car.  lmao. Don`t act like u don`t know.,negative,neutral,0.5128
Why kiss the feet of the people who kick you when you can be anything that you want to?  morning everyone! Hope you have the best day ever,positive,positive,0.8672
Here`s a brief preview: http://bit.ly/eHCfP   OMG James is creepy in that role! I`m scared of him,negative,negative,0.9391
I`m missing crab legs and attending my going away instead!,negative,negative,0.7109
Hicks are mean!,negative,negative,0.9119
"gettn ready to take a trip to Jersey my dad`s not doing so good, he needs a new heart~whoeva see`s this please say a prayer for my dad",negative,negative,0.5577
"back soon, need to run to the shops and cut the grass",neutral,neutral,0.7814
